time,ax,ay,az,atotal
1.238,-0.57,0.29,0.42,0.76
1.249,-0.36,0.27,0.45,0.64
1.259,0.68,0.17,0.03,0.70
1.269,1.12,-0.26,-1.70,2.05
1.279,0.29,-0.38,-1.82,1.88
1.289,0.20,0.04,-0.66,0.69
1.299,0.41,0.03,-0.21,0.46
1.309,0.02,-0.31,-0.60,0.67
1.319,-0.64,-0.29,-1.40,1.57
1.329,-1.43,-0.02,-1.47,2.05
1.339,-1.87,0.49,-1.32,2.34
1.349,-1.80,0.50,-1.04,2.14
1.359,-1.76,0.23,-0.51,1.84
1.369,-0.10,0.04,-1.72,1.73
1.379,0.47,-0.40,-1.91,2.00
1.389,0.46,-1.02,0.65,1.30
1.400,0.44,-1.24,0.60,1.44
1.410,0.49,-0.23,-0.05,0.54
1.420,1.08,2.00,-0.01,2.27
1.430,1.03,2.56,-0.16,2.76
1.440,1.09,2.52,-0.18,2.75
1.450,0.38,2.21,-0.18,2.25
1.460,-0.80,1.81,-0.18,1.99
1.470,-1.70,1.69,-0.22,2.41
1.480,-1.40,1.52,-0.32,2.09
1.490,-0.24,1.09,-0.19,1.14
1.500,0.62,0.83,0.16,1.05
1.510,0.61,0.68,-0.33,0.98
1.520,0.69,0.84,-0.41,1.16
1.530,0.60,0.59,-0.46,0.95
1.540,1.03,0.25,-0.40,1.13
1.551,1.38,0.30,-0.03,1.41
1.561,1.53,1.11,0.31,1.92
1.571,2.81,2.93,1.02,4.19
1.581,-1.93,2.34,3.85,4.90
1.591,1.93,0.25,1.90,2.72
1.601,3.60,-0.54,-0.04,3.65
1.611,1.50,-0.42,0.94,1.82
1.621,1.13,-0.15,-0.14,1.15
1.631,1.76,-0.25,-0.04,1.78
1.641,1.51,-0.58,-0.14,1.62
1.651,1.36,-0.73,-0.46,1.61
1.661,1.41,-0.90,-0.83,1.86
1.671,1.61,-1.24,-0.85,2.21
1.681,1.35,-1.36,-0.66,2.03
1.691,1.20,-1.29,0.00,1.77
1.702,1.02,-0.74,0.18,1.27
1.712,0.57,-0.17,0.06,0.60
1.722,0.07,-0.30,0.19,0.37
1.732,0.49,-0.51,0.34,0.78
1.742,0.88,-0.49,0.41,1.08
1.752,1.06,-0.41,0.49,1.23
1.762,1.40,-0.48,0.77,1.67
1.772,1.45,-0.55,0.99,1.84
1.782,1.01,-0.80,0.77,1.50
1.792,0.02,-1.21,0.47,1.30
1.802,-0.66,-1.41,0.52,1.64
1.812,-0.92,-1.29,0.67,1.72
1.822,-0.74,-0.85,1.03,1.53
1.833,-0.36,-0.38,1.29,1.40
1.842,-0.73,-0.22,0.87,1.16
1.853,-1.04,-0.54,0.40,1.24
1.863,-1.05,-0.94,0.57,1.52
1.873,-1.20,-0.91,0.66,1.65
1.883,-1.20,-0.44,0.31,1.32
1.893,-1.13,-0.26,0.82,1.42
1.903,-1.05,-0.08,1.21,1.60
1.913,-0.69,0.13,0.84,1.09
1.923,-0.44,-0.25,0.49,0.71
1.933,-0.63,-0.73,-0.09,0.97
1.943,-0.99,-1.10,-0.34,1.52
1.953,-1.32,-1.17,-0.35,1.80
1.963,-1.32,-0.98,-0.36,1.68
1.973,-1.09,-0.80,-0.39,1.40
1.983,-0.79,-0.79,-0.48,1.21
1.994,-0.48,-0.89,-0.47,1.12
2.004,-0.82,-1.18,-0.90,1.69
2.014,-1.17,-1.65,-1.12,2.32
2.024,-1.38,-1.91,-1.13,2.61
2.034,-1.33,-1.79,-0.91,2.41
2.044,-1.14,-1.35,-0.43,1.81
2.054,-0.80,-0.83,0.17,1.17
2.064,-0.34,-0.60,0.31,0.75
2.074,-0.17,-0.86,-0.32,0.94
2.084,-0.02,-1.27,-0.65,1.43
2.094,-0.09,-1.39,-0.89,1.65
2.104,-0.12,-1.28,-0.87,1.55
2.114,-0.06,-1.02,-0.63,1.20
2.124,0.14,-0.65,-0.12,0.67
2.134,0.34,-0.33,0.08,0.48
2.144,0.67,-0.41,-0.00,0.79
2.155,0.97,-0.72,-0.26,1.23
2.165,1.14,-0.93,-0.22,1.49
2.175,1.32,-0.77,-0.30,1.55
2.185,1.41,-0.18,-0.19,1.43
2.195,1.11,0.44,0.48,1.29
2.205,0.41,0.73,0.06,0.84
2.215,-0.04,0.56,-0.51,0.76
2.225,-0.32,0.17,-0.61,0.71
2.235,-0.65,0.04,-0.34,0.74
2.245,-0.91,-0.20,0.17,0.95
2.255,-1.20,-0.28,0.46,1.32
2.265,-1.40,-0.29,0.28,1.46
2.275,-1.70,-0.38,-0.39,1.78
2.285,-2.15,-0.80,-0.73,2.41
2.296,-2.23,-1.07,-0.91,2.64
2.306,-1.98,-1.15,-0.66,2.39
2.316,-1.75,-0.86,-0.35,1.98
2.326,-1.36,-0.27,-0.05,1.38
2.336,-1.22,-0.01,0.34,1.27
2.346,-0.95,0.77,0.59,1.35
2.356,-0.08,1.47,0.95,1.75
2.366,0.47,1.48,0.95,1.82
2.376,0.69,1.17,-0.03,1.36
2.386,0.93,0.58,-1.05,1.52
2.396,-0.34,0.88,-0.25,0.98
2.406,0.37,1.54,0.84,1.80
2.417,2.49,1.63,2.58,3.94
2.426,3.03,0.95,3.16,4.48
2.437,1.25,-0.25,1.76,2.17
2.447,-1.68,-1.97,0.03,2.59
2.457,-3.41,-3.20,-0.58,4.72
2.467,-4.13,-3.40,-0.99,5.44
2.477,-3.78,-3.21,-1.02,5.06
2.487,-2.81,-3.26,-0.23,4.31
2.497,-2.03,-2.84,-0.29,3.50
2.507,-1.32,-2.65,-0.32,2.98
2.517,-1.04,-2.46,-0.06,2.67
2.527,-0.31,-2.47,-0.11,2.49
2.537,1.08,-2.74,0.73,3.04
2.547,2.26,-2.68,1.04,3.66
2.557,0.98,-1.87,0.61,2.20
2.567,0.14,-0.91,-0.02,0.92
2.577,0.25,0.09,-0.50,0.57
2.588,2.12,1.07,-1.54,2.83
2.597,4.53,2.49,-2.50,5.74
2.608,5.15,3.80,-3.38,7.23
2.618,4.67,4.24,-2.91,6.95
2.628,4.70,3.78,-2.26,6.44
2.638,4.44,3.73,-1.38,5.96
2.648,2.84,4.45,-2.26,5.74
2.658,0.18,4.61,-0.62,4.65
2.668,-0.48,4.75,-0.27,4.79
2.678,-2.35,4.52,-0.02,5.09
2.688,-4.94,3.36,-0.39,5.99
2.698,-7.67,-0.21,1.39,7.80
2.708,-6.63,-3.11,1.23,7.43
2.718,-5.87,-4.03,-0.19,7.12
2.728,-4.30,-3.71,-1.13,5.79
2.739,-1.48,-2.57,-1.63,3.38
2.749,1.15,-0.76,-1.76,2.24
2.759,2.72,0.10,-1.27,3.00
2.769,3.79,0.31,-0.41,3.83
2.779,4.45,1.19,0.39,4.62
2.789,4.32,1.85,0.68,4.75
2.799,1.96,1.11,1.34,2.62
2.809,-0.12,0.24,2.31,2.32
2.819,-0.50,-0.24,1.71,1.79
2.829,-0.08,-0.63,1.04,1.22
2.839,0.77,-0.46,0.92,1.29
2.849,0.38,-0.82,0.98,1.34
2.859,-0.56,-0.19,0.51,0.78
2.869,-1.02,0.91,0.10,1.37
2.879,-0.46,1.61,0.33,1.71
2.889,0.79,2.02,0.45,2.21
2.900,1.41,1.67,0.46,2.23
2.910,1.29,0.85,0.70,1.70
2.920,-0.91,-2.39,3.60,4.41
2.930,-0.21,-1.17,-3.07,3.30
2.940,-1.65,-0.82,-3.21,3.70
2.950,-0.81,0.16,-1.86,2.03
2.960,0.34,0.52,0.02,0.62
2.971,0.80,0.12,0.56,0.98
2.980,0.35,-0.61,-0.17,0.72
2.990,-0.26,-1.55,-0.38,1.62
3.000,-1.06,-2.34,0.07,2.57
3.010,-0.85,-1.76,-0.36,1.99
3.020,-0.76,-1.02,-0.92,1.57
3.030,-1.09,-0.78,-0.46,1.42
3.041,-1.55,-0.88,-0.10,1.78
3.051,-1.69,-0.95,0.29,1.96
3.061,-1.77,-1.06,0.18,2.07
3.071,-3.09,-1.35,1.06,3.54
3.081,-4.48,-1.50,3.98,6.18
3.091,-2.75,-0.86,4.37,5.23
3.101,0.05,-0.38,3.28,3.30
3.111,2.16,-0.31,2.08,3.02
3.121,2.60,0.07,1.26,2.89
3.131,1.82,0.30,0.85,2.03
3.141,1.39,0.05,-0.29,1.42
3.151,0.60,0.21,-0.84,1.05
3.161,0.14,0.67,-1.29,1.46
3.171,0.76,0.71,-2.09,2.34
3.181,1.27,-0.18,-1.89,2.28
3.192,0.73,0.75,-2.02,2.27
3.202,0.77,1.75,-2.20,2.92
3.212,0.62,1.95,-1.15,2.35
3.222,0.60,2.13,-0.52,2.28
3.232,0.49,2.15,-0.19,2.21
3.242,0.50,2.03,-0.21,2.10
3.252,1.11,2.04,-0.46,2.37
3.262,1.67,1.94,-0.56,2.62
3.272,2.24,1.32,0.01,2.60
3.282,2.02,0.81,0.58,2.26
3.292,0.89,0.65,0.42,1.17
3.302,-0.81,0.27,0.28,0.89
3.312,-1.90,-0.30,0.28,1.94
3.322,-1.88,-0.46,0.23,1.95
3.333,-1.28,-0.46,0.10,1.36
3.343,-0.30,-0.34,-0.27,0.53
3.353,0.40,-0.34,-0.60,0.79
3.363,1.21,-0.20,-0.37,1.28
3.373,2.10,-0.13,-0.00,2.11
3.383,2.63,-0.26,0.21,2.65
3.393,1.61,-0.55,0.29,1.72
3.403,-0.21,-0.69,0.15,0.74
3.413,-0.79,-0.50,0.04,0.94
3.423,-0.43,-0.13,0.13,0.47
3.433,-0.11,0.16,0.04,0.20
3.443,-0.57,-0.07,0.14,0.59
3.453,-0.68,-0.51,0.30,0.91
3.463,-0.71,-0.94,0.25,1.21
3.474,-0.92,-1.25,0.07,1.55
3.484,-0.48,-1.18,-0.24,1.29
3.494,-0.12,-1.06,-0.47,1.17
3.505,-0.22,-0.98,-0.37,1.07
3.514,-0.37,-0.81,-0.19,0.91
3.524,-0.42,-0.52,-0.11,0.68
3.534,-0.21,-0.63,-0.26,0.71
3.544,0.10,-1.21,-0.15,1.22
3.554,0.43,-0.67,-0.11,0.80
3.564,0.36,-0.60,-0.02,0.70
3.574,0.23,-0.91,0.01,0.94
3.584,0.43,-1.00,-0.03,1.09
3.594,0.86,-0.80,0.18,1.19
3.605,0.43,-0.71,0.19,0.85
3.614,0.33,-0.10,0.21,0.41
3.625,0.41,0.51,0.30,0.72
3.635,-0.09,0.49,0.21,0.54
3.645,-0.01,0.78,0.15,0.79
3.655,0.10,1.31,0.06,1.31
3.665,-0.20,1.45,-0.04,1.47
3.675,-0.35,1.41,-0.12,1.46
3.685,-0.59,1.58,-0.25,1.71
3.695,-0.44,1.91,-0.08,1.96
3.705,-0.50,1.61,0.22,1.70
3.715,-0.23,0.87,0.18,0.92
3.725,0.65,1.32,-0.07,1.48
3.735,-0.18,1.06,0.05,1.07
3.745,0.27,1.25,-0.26,1.30
3.755,0.60,1.46,-0.41,1.64
3.766,0.49,1.47,-0.24,1.57
3.776,0.99,1.41,-0.21,1.74
3.786,1.17,1.22,-0.32,1.72
3.796,1.13,1.09,-0.44,1.63
3.806,1.11,0.79,-0.44,1.43
3.816,1.14,0.46,-0.40,1.29
3.826,1.00,0.30,-0.40,1.11
3.836,0.67,0.22,-0.38,0.80
3.846,0.39,-0.05,-0.12,0.41
3.856,-0.04,-0.55,0.29,0.62
3.866,-0.61,-1.00,0.53,1.28
3.876,-0.96,-1.44,0.71,1.87
3.886,-0.85,-1.53,0.80,1.92
3.896,-0.57,-1.40,0.52,1.60
3.906,-0.57,-0.86,0.19,1.05
3.917,-0.49,-0.29,-0.14,0.59
3.927,-0.22,0.16,-0.28,0.39
3.937,0.08,0.43,-0.17,0.47
3.947,0.38,0.51,-0.13,0.64
3.957,0.42,0.45,-0.20,0.64
3.967,0.19,0.31,-0.10,0.38
3.977,-0.25,0.21,-0.19,0.38
3.987,-0.19,0.11,-0.13,0.26
3.997,-0.11,-0.08,0.42,0.44
4.007,-0.25,-0.24,0.40,0.53
4.017,-0.21,-0.28,0.26,0.44
4.027,-0.17,-0.22,0.11,0.30
4.037,-0.21,-0.18,-0.06,0.28
4.047,-0.24,-0.04,-0.04,0.24
4.058,-0.21,0.10,-0.00,0.23
4.068,-0.07,0.19,-0.06,0.21
4.078,0.05,0.19,-0.14,0.24
4.088,0.03,0.20,-0.17,0.26
4.098,-0.03,0.20,-0.11,0.23
4.108,-0.12,0.21,-0.04,0.24
4.118,-0.16,0.21,0.01,0.27
4.128,-0.17,0.21,0.03,0.28
4.138,-0.18,0.16,0.03,0.25
4.148,-0.13,0.14,0.03,0.19
4.158,-0.09,0.08,0.01,0.12
4.168,-0.07,0.03,0.05,0.09
4.178,-0.04,0.01,0.02,0.05
4.188,-0.03,-0.01,0.01,0.03
4.198,-0.01,0.01,-0.01,0.02
4.208,0.03,0.04,-0.04,0.07
4.219,0.10,0.06,-0.08,0.14
4.229,0.13,0.07,-0.08,0.16
4.239,0.16,0.05,-0.09,0.19
4.249,0.15,0.05,-0.07,0.17
4.259,0.11,0.02,-0.03,0.12
4.269,0.09,0.02,0.01,0.09
4.279,0.04,-0.00,0.02,0.05
4.289,-0.00,0.00,0.01,0.01
4.299,-0.01,0.01,0.01,0.02
4.309,-0.04,0.04,-0.02,0.06
4.319,-0.05,0.06,-0.02,0.08
4.329,-0.06,0.08,0.01,0.10
4.339,-0.03,0.11,0.06,0.13
4.349,0.01,0.14,0.05,0.15
4.360,0.03,0.13,0.03,0.13
4.370,0.07,0.13,-0.01,0.15
4.380,0.07,0.10,-0.04,0.12
4.390,0.05,0.05,-0.04,0.09
4.400,0.04,0.02,-0.02,0.04
4.410,0.03,0.00,-0.02,0.03
4.420,0.03,-0.01,-0.02,0.04
4.430,0.05,-0.01,0.00,0.05
4.440,0.06,-0.00,-0.01,0.06
4.450,0.10,0.01,0.00,0.10
4.460,0.10,0.05,0.01,0.11
4.470,0.10,0.06,0.02,0.12
4.480,0.05,0.08,0.03,0.10
4.490,-0.00,0.09,0.03,0.09
4.500,-0.05,0.06,-0.00,0.08
4.511,-0.08,0.04,-0.03,0.09
4.521,-0.04,0.04,-0.03,0.07
4.531,-0.00,0.05,-0.02,0.06
4.541,0.02,0.06,0.01,0.07
4.551,0.05,0.08,-0.01,0.09
4.561,0.07,0.08,-0.01,0.10
4.571,0.08,0.05,0.01,0.10
4.581,0.12,0.03,0.01,0.12
4.591,0.13,0.02,0.05,0.14
4.601,0.12,0.01,0.07,0.14
4.611,0.09,-0.01,0.04,0.10
4.621,0.07,-0.02,0.02,0.07
4.631,0.06,-0.03,-0.02,0.07
4.641,0.04,-0.05,-0.06,0.09
4.652,0.02,-0.06,-0.06,0.08
4.662,0.01,-0.03,-0.07,0.07
4.672,0.01,-0.03,-0.06,0.07
4.682,0.04,-0.01,-0.01,0.04
4.692,0.06,-0.02,0.01,0.07
4.702,0.11,-0.02,-0.01,0.11
4.712,0.15,0.07,0.11,0.20
4.722,0.15,0.26,0.34,0.45
4.732,0.09,0.49,0.52,0.72
4.742,-0.06,0.64,0.45,0.78
4.752,-0.29,0.58,0.38,0.75
4.762,-0.42,0.35,0.16,0.57
4.772,-0.27,0.20,-0.41,0.53
4.782,0.05,0.17,-1.02,1.03
4.792,0.41,0.10,-1.23,1.30
4.802,0.72,-0.03,-0.88,1.14
4.813,0.83,-0.13,-0.18,0.86
4.823,0.71,-0.17,0.40,0.84
4.833,0.32,-0.11,0.62,0.70
4.843,-0.28,0.05,0.65,0.71
4.853,-0.86,0.13,0.61,1.06
4.863,-1.18,0.07,0.42,1.25
4.873,-1.15,-0.14,0.03,1.16
4.883,-0.68,-0.35,-0.36,0.84
4.893,-0.13,-0.45,-0.62,0.78
4.903,0.20,-0.44,-0.62,0.79
4.913,0.38,-0.32,-0.42,0.65
4.923,0.43,-0.12,-0.06,0.45
4.934,0.37,0.06,0.31,0.49
4.944,0.31,0.16,0.55,0.65
4.954,0.25,0.20,0.56,0.65
4.964,0.24,0.18,0.36,0.47
4.974,0.26,0.14,0.06,0.30
4.984,0.30,0.12,-0.18,0.36
4.994,0.31,0.11,-0.30,0.44
5.004,0.26,0.13,-0.29,0.41
5.014,0.19,0.13,-0.24,0.33
5.024,0.04,0.18,-0.12,0.21
5.034,-0.09,0.21,0.02,0.23
5.044,-0.17,0.15,0.11,0.25
5.054,-0.22,0.12,0.14,0.29
5.064,-0.21,0.08,0.11,0.25
5.074,-0.14,0.03,0.05,0.15
5.084,-0.10,-0.02,0.02,0.10
5.094,-0.10,-0.05,-0.02,0.11
5.105,-0.09,-0.08,-0.06,0.14
5.115,-0.11,-0.09,-0.07,0.15
5.125,-0.12,-0.09,-0.06,0.16
5.135,-0.13,-0.07,-0.06,0.16
5.145,-0.11,-0.05,-0.02,0.12
5.155,-0.10,-0.03,-0.01,0.10
5.165,-0.10,0.02,-0.02,0.10
5.175,-0.12,0.04,-0.03,0.13
5.185,-0.14,0.07,0.01,0.15
5.195,-0.13,0.10,0.02,0.17
5.205,-0.10,0.11,0.01,0.15
5.215,-0.07,0.11,-0.02,0.13
5.225,-0.01,0.08,-0.02,0.08
5.236,0.06,0.05,-0.03,0.08
5.245,0.10,0.01,-0.04,0.11
5.256,0.09,-0.02,-0.03,0.09
5.266,0.05,-0.04,-0.02,0.06
5.276,0.03,-0.04,0.02,0.05
5.286,0.04,-0.00,0.05,0.06
5.296,0.06,0.01,0.07,0.10
5.306,0.10,0.04,0.04,0.11
5.316,0.12,0.06,0.01,0.14
5.326,0.14,0.07,-0.04,0.16
5.336,0.13,0.04,-0.06,0.15
5.346,0.08,0.03,-0.06,0.11
5.356,0.03,0.01,-0.01,0.03
5.366,-0.00,-0.01,-0.00,0.02
5.376,-0.01,0.00,0.00,0.01
5.386,-0.01,0.02,0.00,0.02
5.397,0.01,0.05,-0.02,0.05
5.407,0.01,0.06,-0.04,0.07
5.417,0.01,0.06,-0.02,0.06
5.427,0.00,0.06,0.02,0.07
5.437,-0.00,0.07,0.05,0.09
5.447,-0.01,0.07,0.03,0.08
5.457,-0.00,0.04,-0.01,0.04
5.467,0.01,0.01,-0.02,0.03
5.477,-0.01,0.00,-0.01,0.01
5.487,-0.02,-0.01,-0.00,0.02
5.497,-0.03,0.00,0.01,0.03
5.507,-0.03,0.04,0.03,0.05
5.517,-0.01,0.07,0.02,0.08
5.527,-0.02,0.09,0.00,0.09
5.538,-0.03,0.07,-0.02,0.08
5.547,-0.05,0.06,-0.04,0.09
5.558,-0.06,0.03,-0.04,0.08
5.568,-0.05,0.01,-0.03,0.06
5.578,-0.04,0.01,-0.02,0.05
5.588,-0.04,-0.01,-0.02,0.04
5.598,-0.03,0.00,-0.02,0.03
5.608,0.00,0.03,-0.01,0.03
5.618,0.01,0.05,-0.01,0.05
5.628,-0.00,0.08,0.00,0.08
5.638,-0.01,0.08,0.01,0.08
5.648,0.01,0.06,0.00,0.06
5.658,0.02,0.05,0.01,0.05
5.668,0.03,0.03,0.01,0.05
5.678,0.04,0.00,0.01,0.04
5.688,0.02,0.01,0.00,0.02
5.699,0.04,0.01,-0.01,0.04
5.709,0.05,0.01,-0.01,0.05
5.719,0.08,-0.01,0.00,0.08
5.729,0.08,0.00,0.01,0.09
5.739,0.07,-0.01,0.01,0.07
5.749,0.07,0.01,0.02,0.08
5.759,0.05,0.00,0.02,0.05
5.769,0.02,0.04,0.01,0.05
5.779,0.01,0.03,-0.01,0.04
5.789,-0.00,0.03,-0.00,0.03
5.799,0.00,0.03,0.01,0.03
5.809,0.01,0.03,0.01,0.03
5.819,0.04,0.01,-0.00,0.04
5.829,0.03,0.01,-0.02,0.03
5.840,0.02,0.04,-0.01,0.05
5.850,0.03,0.05,0.00,0.06
5.860,0.02,0.06,-0.00,0.06
5.870,-0.02,0.06,-0.01,0.06
5.880,-0.02,0.05,-0.00,0.06
5.890,-0.02,0.05,-0.00,0.05
5.900,-0.01,0.03,0.01,0.04
5.910,-0.01,0.02,-0.00,0.02
5.920,-0.01,0.03,-0.01,0.03
5.930,-0.02,0.05,-0.00,0.06
5.940,-0.02,0.05,-0.02,0.05
5.950,-0.01,0.04,-0.00,0.04
5.960,-0.03,0.03,-0.01,0.04
5.970,-0.02,0.03,-0.01,0.04
5.981,-0.03,0.03,0.00,0.04
5.991,-0.01,0.03,-0.01,0.03
6.001,-0.00,0.01,-0.02,0.02
6.011,0.01,0.01,-0.01,0.01
6.021,0.00,-0.00,-0.01,0.01
6.031,0.01,-0.00,0.02,0.03
6.041,0.01,0.02,0.03,0.04
6.051,0.00,0.02,0.00,0.02
6.061,-0.02,0.03,0.00,0.04
6.071,-0.01,0.07,-0.02,0.07
6.081,-0.00,0.08,-0.02,0.08
6.091,-0.02,0.05,-0.01,0.06
6.101,-0.01,0.04,-0.02,0.05
6.111,0.01,0.03,-0.01,0.03
6.121,-0.01,0.03,0.00,0.03
6.131,0.01,0.02,0.03,0.04
6.142,0.02,0.00,0.02,0.02
6.152,0.04,-0.00,-0.00,0.04
6.162,0.05,-0.03,0.03,0.07
6.172,0.04,-0.01,0.01,0.04
6.182,0.03,0.01,-0.02,0.03
6.192,0.02,0.02,-0.02,0.03
6.202,0.02,0.03,-0.00,0.04
6.212,0.02,0.03,-0.00,0.04
6.222,0.01,0.03,0.03,0.04
6.232,0.00,0.05,0.01,0.05
6.242,-0.02,0.04,-0.01,0.05
6.252,-0.01,0.04,-0.02,0.05
6.262,0.01,0.06,-0.01,0.06
6.272,0.02,0.05,-0.02,0.06
6.283,-0.00,0.03,-0.02,0.04
6.293,0.02,0.03,-0.01,0.03
6.303,0.00,0.02,-0.00,0.02
6.313,-0.03,0.02,-0.02,0.04
6.323,-0.02,0.02,-0.01,0.03
6.333,-0.01,0.01,0.00,0.01
6.343,0.01,0.01,-0.01,0.02
6.353,-0.02,-0.02,0.02,0.03
6.363,-0.00,0.01,0.01,0.01
6.373,0.01,0.02,-0.00,0.02
6.383,0.00,0.03,-0.01,0.03
6.393,-0.00,0.01,0.00,0.01
6.403,0.01,0.01,0.01,0.02
6.413,-0.00,-0.01,-0.01,0.01
6.424,0.02,-0.01,-0.02,0.03
6.433,0.00,0.00,-0.01,0.01
6.444,-0.01,0.02,0.01,0.02
6.454,-0.00,0.03,0.00,0.03
6.464,0.02,0.04,-0.01,0.04
6.474,0.03,0.04,-0.01,0.05
6.484,0.01,0.06,-0.01,0.06
6.494,0.02,0.04,-0.00,0.05
6.504,-0.00,0.03,-0.01,0.03
6.514,0.01,0.01,-0.03,0.03
6.524,-0.00,-0.01,-0.01,0.02
