time,ax,ay,az,atotal
0.977,0.61,-0.86,4.45,4.58
0.987,0.07,-1.95,4.12,4.56
0.997,-0.49,-2.34,4.33,4.95
1.007,0.34,-2.62,4.18,4.94
1.017,1.00,-2.29,3.28,4.12
1.027,1.53,-2.23,1.61,3.15
1.037,1.19,-1.68,-0.23,2.07
1.047,0.72,-2.19,-1.42,2.71
1.057,-0.27,-2.73,-1.72,3.24
1.067,-0.91,-2.69,-1.36,3.15
1.077,0.31,-2.73,-0.41,2.78
1.087,2.05,-2.55,0.63,3.33
1.098,3.18,-2.78,1.53,4.50
1.107,2.85,-3.30,1.94,4.77
1.118,1.77,-3.77,1.44,4.41
1.128,0.45,-3.71,0.02,3.74
1.138,-0.12,-3.53,-1.65,3.90
1.148,0.07,-3.40,-2.95,4.51
1.158,0.30,-3.13,-3.38,4.61
1.168,0.17,-3.01,-3.68,4.76
1.178,-0.14,-3.18,-3.68,4.87
1.188,-0.82,-3.60,-2.81,4.64
1.198,-1.67,-3.85,-1.50,4.45
1.208,-2.53,-4.17,-0.82,4.94
1.218,-2.08,-4.04,-1.13,4.69
1.228,0.31,-2.80,-1.85,3.37
1.238,3.08,-1.09,-3.00,4.44
1.248,3.38,-0.71,-4.03,5.30
1.258,1.36,-1.88,-4.55,5.11
1.269,-0.97,-2.58,-4.40,5.20
1.279,-1.31,-3.07,-7.26,7.99
1.289,-0.70,-3.84,-19.52,19.91
1.299,0.07,-1.79,-10.46,10.61
1.309,0.47,-2.28,-0.65,2.42
1.319,-0.14,-3.66,2.11,4.23
1.329,-0.20,-2.23,1.49,2.69
1.339,1.40,-0.60,0.92,1.78
1.349,2.90,-0.15,0.88,3.03
1.359,2.90,0.24,0.63,2.98
1.369,2.11,0.23,-0.02,2.12
1.379,1.33,0.36,-0.61,1.51
1.389,1.17,0.79,-0.93,1.69
1.399,1.32,1.13,-1.01,2.01
1.410,1.23,1.23,-0.42,1.79
1.420,1.16,1.20,0.64,1.79
1.430,0.73,1.24,1.60,2.15
1.440,-0.19,1.47,2.00,2.49
1.450,-0.80,1.27,1.95,2.46
1.460,-1.12,0.71,1.74,2.18
1.470,-0.60,0.10,1.64,1.75
1.480,-0.11,-0.58,1.77,1.87
1.490,-0.67,-0.80,1.09,1.51
1.500,-1.73,-0.74,-2.85,3.41
1.510,-1.52,-0.44,-4.20,4.49
1.520,-0.78,-0.13,-2.11,2.26
1.530,-0.11,-0.16,-1.19,1.20
1.541,0.42,-0.31,-1.13,1.25
1.551,0.53,-0.24,-0.68,0.89
1.561,0.20,0.05,-0.16,0.26
1.571,-0.02,0.11,0.18,0.21
1.581,-0.52,-0.33,0.48,0.78
1.591,-0.14,0.37,0.32,0.51
1.601,-0.10,0.36,0.33,0.50
1.611,-0.20,0.01,0.32,0.38
1.621,0.24,0.54,0.04,0.59
1.631,0.37,0.52,0.25,0.69
1.641,0.76,0.55,0.52,1.07
1.651,0.87,0.61,0.67,1.26
1.661,0.69,0.64,0.53,1.08
1.671,0.63,0.57,0.34,0.92
1.681,0.87,0.56,0.14,1.05
1.692,0.68,0.70,-0.10,0.98
1.702,0.30,0.67,-0.21,0.77
1.712,0.24,0.52,-0.17,0.59
1.722,0.23,0.35,-0.18,0.45
1.732,0.01,0.28,-0.27,0.39
1.742,-0.36,0.30,-0.32,0.57
1.752,-0.70,0.32,-0.32,0.84
1.762,-0.89,0.45,-0.31,1.05
1.772,-0.83,0.61,-0.23,1.06
1.782,-0.63,0.43,-0.08,0.76
1.792,-0.83,0.49,-0.01,0.96
1.802,-0.85,0.54,-0.02,1.01
1.812,-0.61,0.41,-0.10,0.74
1.822,-0.28,0.18,-0.15,0.36
1.832,-0.10,0.12,-0.15,0.22
1.843,-0.26,0.32,-0.12,0.43
1.853,-0.47,0.50,0.03,0.69
1.863,-0.51,0.38,0.17,0.66
1.873,-0.41,0.17,0.19,0.49
1.883,-0.19,0.06,0.12,0.24
1.893,0.04,0.06,0.03,0.08
1.903,0.41,0.10,-0.04,0.42
1.913,0.63,0.16,-0.10,0.66
1.923,0.35,0.15,-0.16,0.41
1.933,0.11,0.08,-0.22,0.26
1.943,-0.04,0.10,-0.25,0.27
1.953,-0.13,0.22,-0.08,0.27
1.963,-0.13,0.29,0.03,0.32
1.973,-0.10,0.29,-0.03,0.31
1.984,-0.15,0.31,-0.05,0.35
1.994,-0.18,0.32,-0.09,0.37
2.004,-0.26,0.36,-0.17,0.48
2.014,-0.27,0.39,-0.19,0.51
2.024,-0.16,0.35,-0.14,0.41
2.034,-0.08,0.35,-0.06,0.36
2.044,-0.05,0.33,-0.01,0.33
2.054,-0.03,0.31,0.02,0.31
2.064,-0.02,0.28,0.02,0.28
2.074,-0.02,0.23,0.01,0.23
2.084,-0.11,0.24,-0.02,0.26
2.094,-0.18,0.25,-0.03,0.31
2.104,-0.22,0.28,0.00,0.36
2.114,-0.16,0.30,-0.00,0.34
2.125,0.03,0.27,-0.05,0.28
2.135,0.16,0.28,-0.13,0.35
2.145,0.17,0.27,-0.17,0.36
2.155,0.08,0.23,-0.07,0.26
2.165,-0.00,0.21,-0.06,0.22
2.175,-0.10,0.21,-0.04,0.23
2.185,-0.12,0.22,-0.02,0.25
2.195,-0.05,0.24,-0.09,0.26
2.205,-0.01,0.22,-0.12,0.25
2.215,0.02,0.20,-0.16,0.26
2.225,0.03,0.23,-0.13,0.26
2.235,0.06,0.21,-0.07,0.23
2.245,0.07,0.21,0.04,0.23
2.255,0.11,0.17,0.13,0.24
2.266,0.04,0.16,0.14,0.21
2.276,0.01,0.15,0.10,0.18
2.286,0.09,0.13,0.06,0.16
2.296,0.10,0.16,0.02,0.19
2.306,-0.02,0.17,-0.04,0.18
2.316,-0.12,0.14,-0.06,0.19
2.326,-0.15,0.13,-0.08,0.22
2.336,-0.11,0.09,-0.09,0.17
2.346,-0.00,0.09,-0.09,0.13
2.356,0.14,0.13,-0.09,0.21
2.366,0.11,0.14,-0.01,0.18
2.376,-0.03,0.14,0.06,0.15
2.386,-0.07,0.11,0.00,0.13
2.396,-0.13,0.14,-0.07,0.21
2.407,-0.14,0.15,-0.07,0.22
2.416,-0.11,0.12,-0.04,0.17
2.427,-0.08,0.14,0.02,0.17
2.437,-0.01,0.14,0.04,0.14
2.447,0.05,0.15,0.02,0.16
2.457,0.20,0.16,-0.03,0.25
2.467,0.27,0.19,-0.04,0.33
2.477,0.07,0.22,-0.01,0.23
2.487,-0.08,0.19,-0.00,0.20
2.497,-0.13,0.16,-0.02,0.20
2.507,-0.14,0.13,-0.05,0.20
2.517,-0.11,0.15,-0.05,0.19
2.527,-0.02,0.15,-0.02,0.15
2.537,0.06,0.15,0.00,0.16
2.547,0.04,0.18,0.03,0.18
2.558,-0.03,0.13,0.02,0.13
2.568,-0.01,0.10,0.00,0.10
2.578,0.04,0.07,-0.02,0.08
2.588,0.08,0.06,-0.04,0.11
2.598,0.07,0.05,-0.05,0.10
2.608,-0.02,0.06,-0.10,0.12
2.618,-0.01,0.10,-0.05,0.11
2.628,0.01,0.13,0.02,0.13
2.638,0.05,0.13,0.03,0.14
2.648,0.11,0.11,-0.03,0.16
2.658,0.11,0.11,-0.04,0.16
2.668,0.04,0.12,-0.03,0.13
2.678,-0.03,0.10,-0.06,0.13
2.688,-0.13,0.10,-0.06,0.17
2.698,-0.15,0.09,-0.03,0.17
2.709,-0.12,0.01,-0.09,0.15
2.719,-0.12,0.00,-0.08,0.15
2.729,-0.06,0.02,-0.04,0.08
2.739,-0.02,0.08,0.01,0.08
2.749,-0.02,0.07,0.04,0.09
2.759,-0.03,0.04,0.01,0.05
2.769,-0.03,0.05,-0.02,0.06
2.779,-0.02,0.05,-0.03,0.06
2.789,-0.00,0.08,-0.02,0.08
2.799,0.03,0.10,-0.04,0.11
2.809,0.02,0.10,-0.00,0.10
2.819,-0.01,0.06,-0.01,0.07
2.829,-0.04,0.08,-0.02,0.09
2.839,-0.09,0.10,-0.01,0.13
2.849,-0.08,0.09,0.01,0.12
2.859,-0.02,0.08,-0.04,0.09
2.870,-0.02,0.08,-0.09,0.13
2.880,-0.02,0.07,-0.08,0.11
2.890,-0.02,0.12,-0.03,0.12
2.900,0.07,0.12,0.06,0.15
2.910,0.05,0.09,0.12,0.16
2.920,0.10,0.09,0.20,0.24
2.930,0.21,0.07,0.15,0.27
2.940,0.23,0.03,0.03,0.23
2.950,0.18,0.06,-0.11,0.22
2.960,0.13,0.10,-0.16,0.23
2.970,0.03,0.15,-0.14,0.21
2.980,-0.08,0.13,-0.11,0.19
2.990,-0.14,0.08,-0.05,0.17
3.001,-0.15,0.04,-0.00,0.15
3.011,-0.14,0.02,0.02,0.15
3.021,-0.10,0.04,0.02,0.11
3.031,-0.06,0.07,0.02,0.10
3.041,-0.02,0.08,-0.01,0.09
3.051,0.03,0.08,0.02,0.09
3.061,0.03,0.05,0.03,0.07
3.071,-0.04,0.04,0.00,0.05
3.081,-0.07,0.01,-0.05,0.08
3.091,-0.12,-0.04,-0.04,0.13
3.101,-0.24,-0.02,-0.03,0.24
3.111,-0.26,-0.02,-0.04,0.27
3.121,-0.16,-0.02,-0.09,0.19
3.131,0.02,0.04,-0.08,0.09
3.142,0.24,0.07,0.02,0.25
3.152,0.32,-0.03,0.06,0.32
3.162,0.11,-0.02,-0.07,0.13
3.172,-0.16,-0.04,-0.14,0.21
3.182,-0.30,-0.05,-0.11,0.32
3.192,-0.28,-0.02,-0.06,0.29
3.202,-0.08,0.07,0.03,0.11
3.212,0.10,0.05,0.09,0.14
3.222,0.07,0.12,0.07,0.16
3.232,-0.01,0.13,0.01,0.13
3.242,-0.12,0.08,-0.03,0.14
3.252,-0.16,0.06,-0.03,0.17
3.262,-0.16,0.08,-0.04,0.18
3.272,-0.12,0.05,-0.01,0.13
3.282,0.03,0.02,-0.02,0.04
3.293,0.13,0.03,-0.03,0.14
3.303,0.08,0.01,-0.02,0.08
3.313,-0.04,-0.03,-0.04,0.06
3.323,-0.08,-0.06,-0.00,0.10
3.333,-0.13,-0.06,-0.02,0.14
3.343,-0.14,-0.05,-0.04,0.15
3.353,-0.06,-0.03,-0.03,0.07
3.363,-0.02,-0.01,0.01,0.02
3.373,0.02,0.01,-0.03,0.04
3.383,0.07,0.03,-0.02,0.08
3.393,0.08,0.05,-0.02,0.09
3.403,0.03,0.05,-0.01,0.06
3.413,-0.02,0.04,-0.00,0.04
3.423,-0.09,0.04,0.00,0.10
3.433,-0.09,0.05,0.01,0.10
3.444,-0.06,0.02,-0.01,0.06
3.454,-0.01,0.04,-0.02,0.05
3.464,0.01,0.05,-0.02,0.05
3.474,0.00,0.03,-0.03,0.04
3.484,0.01,0.01,-0.01,0.02
3.494,-0.00,0.02,-0.02,0.03
3.504,-0.03,0.02,-0.02,0.04
3.514,-0.04,0.02,-0.00,0.05
3.524,-0.09,0.04,0.01,0.09
3.534,-0.08,0.02,-0.01,0.08
3.544,-0.07,0.03,-0.06,0.09
3.554,-0.06,0.03,-0.06,0.09
3.564,-0.05,0.01,-0.02,0.06
3.574,-0.00,0.02,-0.03,0.04
3.584,0.05,0.02,-0.02,0.06
3.595,0.14,0.04,0.05,0.16
3.605,0.11,0.03,0.04,0.12
3.615,-0.00,0.01,0.01,0.01
3.625,-0.08,-0.00,0.01,0.08
3.635,-0.10,-0.00,-0.02,0.10
3.645,-0.07,0.03,-0.05,0.09
3.655,-0.02,0.03,-0.03,0.05
3.665,0.01,0.01,0.01,0.02
3.675,0.03,-0.03,0.01,0.04
3.685,0.04,-0.02,-0.02,0.05
3.695,-0.01,0.00,-0.01,0.02
3.705,-0.05,0.01,-0.04,0.06
3.715,-0.04,0.04,-0.04,0.07
3.725,-0.05,0.06,-0.02,0.08
3.735,-0.06,0.06,-0.02,0.09
3.746,-0.06,0.06,-0.03,0.09
3.756,-0.01,0.05,-0.04,0.07
3.766,0.06,0.05,0.02,0.08
3.776,0.06,0.03,0.09,0.12
3.786,0.02,-0.00,0.11,0.11
3.796,0.01,-0.00,0.03,0.03
3.806,-0.03,0.01,-0.07,0.08
3.816,-0.09,-0.02,-0.13,0.16
3.826,-0.12,0.01,-0.10,0.16
3.836,-0.13,0.01,-0.07,0.15
3.846,-0.11,0.02,-0.02,0.11
3.856,-0.04,0.04,0.05,0.08
3.866,0.01,0.03,0.06,0.07
3.876,0.02,0.02,0.02,0.04
3.886,0.10,0.00,0.01,0.10
3.897,0.09,0.02,0.04,0.10
3.907,0.02,0.03,0.00,0.04
3.917,-0.04,-0.00,-0.02,0.04
3.927,-0.04,-0.00,-0.06,0.07
3.937,-0.02,0.01,-0.07,0.07
3.947,-0.00,0.01,-0.04,0.04
3.957,0.03,0.02,-0.01,0.04
3.967,0.04,0.00,0.00,0.04
3.977,0.06,-0.00,0.04,0.07
3.987,0.07,-0.01,0.03,0.08
3.997,-0.02,-0.00,0.01,0.03
4.007,-0.08,-0.00,0.00,0.08
4.017,-0.06,0.01,-0.06,0.09
4.028,-0.06,0.02,-0.13,0.14
4.038,-0.02,0.02,-0.10,0.11
4.048,0.04,0.04,0.01,0.05
4.058,0.08,0.05,0.10,0.13
4.068,0.08,0.04,0.10,0.14
4.078,0.02,0.05,0.04,0.06
4.088,-0.03,0.05,-0.04,0.07
4.098,-0.05,0.03,-0.04,0.07
4.108,-0.04,0.07,-0.01,0.08
4.118,-0.02,0.05,0.01,0.06
4.128,-0.01,0.04,-0.00,0.04
4.138,-0.01,0.03,0.01,0.03
4.148,-0.02,-0.01,-0.00,0.02
4.159,-0.03,-0.01,0.02,0.03
4.169,-0.03,-0.04,0.01,0.05
4.179,0.03,-0.02,-0.01,0.04
4.189,0.04,0.00,-0.01,0.04
4.199,-0.01,-0.02,-0.03,0.04
4.209,-0.04,-0.03,-0.08,0.09
4.219,-0.03,-0.02,-0.05,0.06
4.229,-0.00,-0.03,0.00,0.03
4.239,0.03,-0.01,0.01,0.04
4.249,0.02,0.01,-0.01,0.02
4.259,0.02,0.03,-0.01,0.04
4.269,0.05,0.04,0.03,0.07
4.279,0.08,0.02,0.03,0.08
4.289,0.03,0.00,0.02,0.04
4.299,-0.03,0.02,-0.02,0.04
4.310,-0.04,0.01,-0.02,0.05
4.320,-0.05,0.03,-0.04,0.07
4.330,-0.07,0.03,-0.04,0.08
4.340,-0.04,0.02,-0.00,0.04
4.350,-0.03,0.02,-0.01,0.04
4.360,-0.02,0.01,-0.00,0.02
4.370,-0.03,0.03,-0.01,0.04
4.380,-0.01,0.00,-0.02,0.02
4.390,0.02,0.04,-0.03,0.06
4.400,0.03,0.07,-0.03,0.09
4.410,0.02,0.05,0.00,0.05
4.420,-0.03,0.03,0.05,0.07
4.430,-0.04,0.01,0.04,0.06
4.440,-0.01,0.02,-0.01,0.02
4.450,-0.00,-0.00,-0.04,0.04
4.461,-0.02,-0.01,-0.02,0.03
4.471,-0.03,-0.04,-0.01,0.05
4.481,-0.03,-0.04,-0.04,0.06
4.491,-0.02,-0.04,-0.02,0.05
4.501,0.02,-0.04,-0.01,0.04
4.511,0.01,-0.00,-0.01,0.01
4.521,0.04,0.03,0.00,0.05
4.531,0.06,0.04,0.03,0.08
4.541,0.06,0.06,0.04,0.09
4.551,0.05,0.06,0.03,0.08
4.561,0.03,0.04,0.01,0.05
4.571,0.03,0.02,-0.02,0.04
4.581,0.04,0.01,-0.04,0.06
4.591,-0.02,0.01,-0.04,0.04
4.602,-0.04,-0.01,-0.04,0.06
4.612,-0.03,-0.01,-0.00,0.04
4.622,-0.03,0.00,0.02,0.04
4.632,-0.04,0.01,-0.00,0.04
4.642,-0.02,0.01,-0.03,0.04
4.652,-0.01,0.02,-0.00,0.02
4.662,0.02,0.04,-0.01,0.04
4.672,0.05,0.04,0.02,0.06
4.682,0.03,0.02,0.03,0.05
4.692,-0.03,-0.00,-0.00,0.03
4.702,-0.05,0.01,-0.02,0.05
4.712,-0.04,0.03,-0.02,0.05
4.722,-0.04,0.01,-0.01,0.04
4.732,-0.01,-0.01,0.01,0.02
4.743,-0.01,-0.01,-0.03,0.04
4.753,-0.00,-0.03,-0.09,0.09
4.763,0.03,0.01,-0.10,0.10
4.773,0.04,0.02,-0.01,0.04
4.783,-0.02,-0.02,0.08,0.08
4.793,-0.03,-0.03,0.13,0.14
4.803,-0.02,-0.03,0.10,0.11
4.813,0.00,-0.02,-0.01,0.02
4.823,0.01,0.00,-0.12,0.12
4.833,0.00,0.03,-0.14,0.14
4.843,-0.01,0.04,-0.08,0.09
4.853,0.00,0.05,0.01,0.05
4.863,0.03,0.05,0.07,0.09
4.873,0.04,0.04,0.07,0.09
4.883,0.04,0.04,0.05,0.07
4.894,0.01,0.04,0.05,0.06
4.904,-0.01,0.02,0.01,0.03
4.914,-0.06,-0.00,-0.01,0.06
4.924,-0.03,-0.04,-0.03,0.06
4.934,0.01,-0.05,-0.07,0.09
4.944,0.07,-0.03,-0.04,0.08
4.954,0.04,-0.01,0.02,0.05
4.964,-0.02,-0.01,0.01,0.02
4.974,-0.04,-0.01,-0.04,0.06
4.984,-0.03,-0.01,-0.02,0.03
4.994,0.02,0.00,-0.01,0.02
5.004,0.06,0.03,0.01,0.06
5.014,0.03,0.03,0.04,0.06
5.024,-0.05,0.01,0.05,0.08
5.035,-0.08,0.00,-0.02,0.09
5.045,-0.05,-0.01,-0.15,0.16
5.055,0.01,0.02,-0.11,0.11
5.065,0.05,0.04,0.00,0.07
5.075,-0.00,0.03,0.08,0.08
5.085,-0.03,0.02,0.08,0.08
5.095,0.00,0.03,0.01,0.03
5.105,-0.02,0.05,-0.04,0.07
5.115,-0.04,0.04,-0.05,0.08
5.125,-0.02,0.01,-0.03,0.04
5.135,-0.00,0.05,0.02,0.05
5.145,0.04,0.03,0.01,0.05
5.155,0.05,0.03,0.02,0.06
5.165,0.09,0.01,0.01,0.09
5.175,0.02,-0.01,0.05,0.05
5.185,-0.04,-0.02,0.05,0.07
5.196,-0.02,-0.03,-0.02,0.04
5.206,-0.01,-0.03,-0.05,0.06
5.216,0.00,-0.01,-0.08,0.08
5.226,-0.02,0.00,-0.04,0.05
5.236,-0.03,-0.02,-0.02,0.04
5.246,-0.00,-0.03,-0.01,0.03
5.256,0.03,-0.03,0.02,0.04
5.266,0.03,-0.00,0.00,0.03
5.276,0.01,0.02,0.01,0.02
5.286,0.01,0.03,0.02,0.04
5.296,0.01,0.02,0.01,0.03
5.306,0.07,0.04,-0.01,0.08
5.316,0.03,0.04,-0.00,0.05
5.327,-0.03,-0.01,-0.02,0.04
5.337,-0.10,-0.02,-0.04,0.11
5.347,-0.09,-0.02,-0.04,0.10
5.357,-0.05,-0.00,-0.05,0.07
5.367,0.03,0.02,-0.01,0.04
5.377,-0.02,0.02,0.01,0.03
5.387,-0.04,0.01,0.01,0.04
5.397,-0.03,0.01,0.01,0.03
5.407,0.01,0.03,0.01,0.03
5.417,0.02,0.03,0.02,0.04
5.427,0.02,0.02,-0.00,0.03
5.437,0.09,0.00,-0.04,0.09
5.447,0.08,-0.00,-0.02,0.08
5.457,-0.03,-0.01,0.02,0.03
5.467,-0.07,-0.02,0.00,0.07
5.478,-0.04,-0.02,-0.03,0.06
5.488,0.01,-0.01,-0.02,0.03
5.498,0.02,0.00,-0.03,0.03
5.508,-0.01,-0.01,-0.01,0.02
5.518,0.02,-0.01,-0.02,0.03
5.528,0.07,0.01,-0.03,0.08
5.538,0.05,0.03,-0.00,0.06
5.548,0.00,0.01,0.03,0.03
5.558,-0.04,0.01,0.01,0.04
5.568,-0.02,0.01,-0.01,0.03
5.578,-0.01,0.01,-0.01,0.02
5.588,0.02,-0.00,-0.00,0.02
5.598,0.01,0.01,-0.01,0.02
5.608,-0.00,-0.01,-0.00,0.01
5.619,0.01,0.01,-0.02,0.03
5.629,0.01,0.01,0.02,0.02
5.639,0.02,0.00,-0.01,0.02
5.649,-0.02,0.01,-0.04,0.04
5.659,-0.03,0.01,-0.04,0.05
5.669,-0.02,0.01,-0.02,0.03
5.679,-0.01,0.02,0.02,0.03
5.689,-0.04,0.02,0.03,0.05
5.699,-0.03,-0.03,-0.06,0.07
5.709,-0.03,0.01,-0.08,0.08
5.719,0.00,0.03,-0.03,0.04
5.729,0.04,0.01,0.04,0.05
5.739,0.05,-0.02,0.09,0.10
5.749,0.06,-0.05,0.10,0.13
5.759,-0.02,-0.05,0.06,0.08
5.770,-0.02,-0.02,-0.02,0.04
5.780,0.00,0.03,-0.13,0.14
5.790,-0.01,0.03,-0.16,0.17
5.800,-0.03,0.02,-0.07,0.08
5.810,-0.01,0.03,0.02,0.04
5.820,-0.01,0.03,0.09,0.10
5.830,-0.01,0.04,0.10,0.11
5.840,0.02,0.03,0.07,0.08
5.850,0.03,0.02,0.06,0.07
5.860,-0.00,-0.01,0.02,0.02
5.870,-0.04,-0.04,-0.05,0.07
5.880,0.01,-0.02,-0.05,0.06
5.890,0.01,-0.00,-0.03,0.03
5.900,-0.03,-0.02,-0.02,0.04
5.911,-0.05,-0.04,-0.04,0.08
5.921,-0.03,-0.01,-0.03,0.04
5.931,0.04,0.01,0.00,0.04
5.941,0.09,0.02,0.03,0.10
5.951,0.05,0.01,0.04,0.07
5.961,-0.01,-0.00,0.00,0.01
5.971,-0.03,-0.02,-0.01,0.04
5.981,-0.01,0.01,-0.01,0.02
5.991,-0.00,0.03,-0.05,0.06
6.001,-0.04,0.00,-0.14,0.15
6.011,-0.04,0.01,-0.14,0.14
6.021,-0.01,0.01,-0.00,0.01
6.031,-0.01,0.02,0.11,0.12
6.041,-0.01,0.01,0.10,0.10
6.051,0.02,0.02,0.00,0.03
6.062,0.06,0.04,-0.04,0.08
6.072,-0.01,0.07,-0.03,0.08
6.082,-0.07,0.04,-0.01,0.08
6.092,-0.08,0.03,-0.03,0.09
6.102,-0.04,0.02,-0.01,0.05
6.112,0.01,-0.00,0.01,0.01
6.122,0.02,-0.03,0.01,0.04
6.132,0.01,-0.05,-0.01,0.05
6.142,-0.00,-0.05,0.02,0.05
6.152,0.02,-0.06,0.01,0.07
6.162,0.06,-0.05,0.01,0.08
6.172,0.01,-0.04,-0.02,0.05
6.182,-0.04,-0.02,-0.02,0.05
6.192,-0.02,-0.02,-0.02,0.03
6.203,0.04,-0.00,0.01,0.04
6.213,0.07,0.01,0.01,0.07
6.223,0.08,0.04,0.02,0.09
6.233,0.06,0.03,0.01,0.07
6.243,0.03,0.01,0.00,0.03
6.253,0.00,0.03,-0.02,0.04
6.263,-0.02,-0.00,-0.03,0.03
6.273,-0.02,0.01,-0.02,0.03
6.283,-0.02,0.02,-0.02,0.04
6.293,-0.02,0.02,-0.03,0.05
6.303,-0.03,0.01,-0.01,0.04
6.313,-0.01,0.02,-0.01,0.03
6.323,-0.00,0.03,0.01,0.03
6.334,-0.01,0.04,0.01,0.04
6.344,-0.04,0.02,0.00,0.04
6.354,0.00,0.02,-0.02,0.03
6.364,0.03,0.03,0.02,0.05
6.374,0.03,-0.01,0.01,0.03
6.384,-0.03,-0.01,-0.00,0.03
6.394,-0.05,-0.02,-0.02,0.06
6.404,-0.02,-0.02,-0.03,0.04
6.414,0.01,-0.00,-0.00,0.02
6.424,0.01,0.01,-0.01,0.02
6.434,0.02,0.00,0.01,0.03
6.444,0.02,-0.01,0.00,0.02
6.454,-0.02,-0.01,-0.02,0.03
6.464,-0.03,-0.00,-0.01,0.03
6.475,-0.01,0.01,-0.01,0.01
6.484,0.02,0.01,0.01,0.03
6.495,0.01,-0.02,-0.03,0.03
6.505,0.01,0.00,-0.05,0.05
6.515,-0.00,-0.01,-0.04,0.04
6.525,0.03,-0.00,-0.02,0.03
6.535,0.04,0.01,0.03,0.05
